n,country,code,region,ims_2005,ims_2010,ims_2015,nmi_2012,nmi_2017,swm_2015,swm_2019,lngdppc_2005,lngdppc_2010,lngdppc_2015,lngdppc_2016,lngdppc_2017,lngdppc_2018,lngdppc_2019,geduc_2005,geduc_2010,geduc_2015,geduc_2016,geduc_2017,geduc_2018,geduc_2019,unem_2005,unem_2010,unem_2015,unem_2016,unem_2017,unem_2018,unem_2019,edb_2019,timebuss_2005,timebuss_2010,timebuss_2015,timebuss_2016,timebuss_2017,timebuss_2018,timebuss_2019,gef_2005,gef_2010,gef_2015,gef_2016,gef_2017,gef_2018,gef_2019,psa_2005,psa_2010,psa_2015,psa_2016,psa_2017,psa_2018,psa_2019,req_2005,req_2010,req_2015,req_2016,req_2017,req_2018,req_2019,rlw_2005,rlw_2010,rlw_2015,rlw_2016,rlw_2017,rlw_2018,rlw_2019,vacc_2005,vacc_2010,vacc_2015,vacc_2016,vacc_2017,vacc_2018,vacc_2019,cci_2005,cci_2010,cci_2015,cci_2016,cci_2017,cci_2018,cci_2019,efi_2005,efi_2010,efi_2015,efi_2016,efi_2017,efi_2018,efi_2019,ecfif_2005,ecfif_2010,ecfif_2015,ecfif_2016,ecfif_2017,ecfif_2018,pw,ind,msc,una,lto,idu,inmp_lower05,inmp_raise05,inmp_lower09,inmp_raise09,inmp_lower15,inmp_raise15,retp_yes15,pop_2005,lgpop_2005,pop_2010,lgpop_2010,pop_2014,pop_2015,lgpop_2015,pop_2017,pop_2018,pop_2019,p1564_2005,p1564_2010,p1564_2015,p1564_2016,p1564_2017,p1564_2018,p1564_2019,namerica,easia,ecasia,africame,sasia,ssafrica,asia,europe,africa,pacific,langpr,langfr,infl_2005,infl_2010,infl_2012,infl_2013,infl_2014,infl_2015,infl_2016,infl_2017,infl_2018,infl_2019,islam,unaff,hinduism,relgothers,govfcexp_2015,govfcexp_2016,govfcexp_2017,govfcexp_2018,govfcexp_2019,currenthexp_2015,currenthexp_2016,currenthexp_2017,currenthexp_2018,democracy_2005,demcr_high05,democracy_2010,demcr_high10,democracy_2015,demcr_high15,hief_2005,hief_2010,hief_2013,agedem_2015,mwg_2010,ppp_2005,ppp_2006,ppp_2007,ppp_2008,ppp_2009,ppp_2010,ppp_2011,ppp_2012,ppp_2013,ppp_2014,ppp_2015,ppp_2016,ppp_2017,ppp_2018,ppp_2019,more_demreg,oilrent_2005,oilrent_2010,oilrent_2015,refugpop05,refugpop10,refugpop15,lgrefug_2005,lgrefug_2010,lgrefug_2015,gexp_imf05,gexp_imf10,gexp_imf15,vulemp_2005,vulemp_2010,vulemp_2015,primenr_2005,primenr_2010,primenr_2015,seconer_2005,seconer_2010,seconer_2015,tertenr_2005,tertenr_2010,tertenr_2015,natresour_05,natresour_10,natresour_15,natdis_2005,natdis_2010,natdis_2015,cpi_2015,cpi_2018,life_expb05,life_expb10,life_expb15,rcatexp_sg05,rcatexp_sg10,rcatexp_sg15,contrprev_05,contrprev_10,contrprev_15,ginirank,ginival,tour_arr2005,tour_arr2010,tour_arr2015,richoil_2015,remrec_2015
190,Syrian Arab Republic,SYR,Middle East & North Africa,4.833274343,8.020626042,4.730134388,-5386986,-2136954,80.4,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.913999557,8.609999657,8.531000137,8.531000137,8.362000465,8.256999969,8.369999886,176,43.5,13.5,13.5,15.5,15.5,15.5,15.5,-1.139666,-0.6050934,-1.590413,-1.818922,-1.769772,-1.671169,-1.711279,-0.4629574,-0.8057897,-2.974081,-2.916323,-2.620377,-2.731462,-2.727996,-0.9807453,-0.9023036,-1.635518,-1.666154,-1.827265,-1.738145,-1.757903,-0.5877767,-0.5858772,-1.423044,-1.990615,-2.090365,-2.047248,-2.076063,-1.508199,-1.696672,-1.922481,-1.986766,-1.968466,-1.958126,-1.979875,-0.848048,-1.134325,-1.545719,-1.572115,-1.563014,-1.627016,-1.688553,46.3,49.4,NA,NA,NA,NA,NA,5.48,5.67,4.83,4.88,5.05,5.45,80,35,52,60,30,NA,0,0,1,0,0,0,1,18361176,16.72574899,20442541,16.87714896,18715672,17997408,16.70573831,17068002,16906283,17070135,57.31648125,59.19623093,62.95265963,63.49002538,63.85212684,64.07533477,64.25011284,0,0,0,1,0,0,1,0,0,0,0.045,19,7.240349393,4.397413832,36.70229534,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,-7,0,-9,0,21.1,21.3,21.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.33209123,NA,NA,458135,1482272,555766,13.03491918,14.2090866,13.22810262,28.176,28.638,NA,36.40999985,32.59999919,37.77999973,NA,NA,NA,69.74968719,72.17649841,NA,18.14369011,25.85339928,42.67733002,26.16083026,NA,NA,0,0,12.99999999,18,13,74.43,72.108,69.908,51.2,57.1,45.3,NA,53.9,NA,NA,NA,NA,NA,NA,NA,NA
191,Tajikistan,TJK,Europe & Central Asia,4.120749583,3.668730585,3.242910896,-136974,-99999,65.9,65.9,7.505798732,7.72294069,7.945079336,7.987065122,8.035774322,8.081698138,8.125556636,3.512130022,4.006750107,5.231389999,NA,NA,NA,NA,12.9630003,11.60900021,11.5010004,11.5010004,11.27400017,11.13300037,11.0170002,106,79,16,11,21,10,10,7,-1.151114,-0.9184335,-0.8482506,-1.026858,-1.114859,-1.097704,-1.049005,-1.393728,-1.034538,-0.8826423,-0.7777599,-0.6734431,-0.738063,-0.5751481,-1.121983,-1.018682,-1.02426,-1.093137,-1.060234,-1.047201,-1.011065,-1.09135,-1.209457,-1.055542,-1.148006,-1.354303,-1.282325,-1.227941,-1.266098,-1.431079,-1.569086,-1.689523,-1.72045,-1.687346,-1.829593,-1.169656,-1.29106,-1.125708,-1.146538,-1.331068,-1.415277,-1.321173,50.4,53,52.7,51.3,58.2,58.3,55.6,NA,6.08,6.03,6.02,5.86,6.05,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6789321,15.73086149,7874835,15.83405946,8252833,8454028,15.95015357,8880268,9100837,9321018,58.17544936,61.02255309,61.21563591,60.91155861,60.56487259,60.19382837,59.84295921,0,0,1,0,0,0,1,0,0,0,NA,1,7.091932448,6.419565091,5.83116601,5.009646453,6.104427651,5.714559496,6.004580823,NA,NA,NA,1,0,0,0,14.99028067,14.08833846,17.82913055,NA,NA,6.9073596,7.00427723,7.2288146,7.2394805,-3,0,-3,0,-3,0,43.5,39.2,36.7,0,48.81,0.622,0.727,0.905,1.133,1.268,1.41,1.565,1.67,1.649,1.651,1.914,2.03,2.231,2.288,2.349,0,0.12902143,0.058339422,0.030178139,1020,3131,1963,6.927557906,8.049107721,7.582229194,22.983,26.139,31.916,44.38999939,40.22999954,34.98999977,100.124527,101.4984665,97.60878754,80.32170868,84.73415375,NA,20.52091026,22.8998394,26.58861923,0.674160155,1.365142735,3.313294464,23.99999986,75.00000014,2,26,25,66.08,68.736,70.137,69.6,64.4,53.5,37.9,NA,NA,107,34,NA,11.98292909,12.93362125,0,28.75566588
192,Tanzania,TZA,Sub-Saharan Africa,1.973209166,0.676034987,0.48853553,-250435,-200381,68.3,69.6,7.449921357,7.604382224,7.763930428,7.800394594,7.836147868,7.859403735,7.886239411,3.546250105,4.541699886,NA,NA,4.430510044,3.696439981,NA,3.325000048,2.986000061,2.102999926,2.102999926,2.032999992,1.99000001,1.980000019,141,36,31,29,29,29,27.5,29.5,-0.4113697,-0.5974768,-0.6019729,-0.5456084,-0.6340906,-0.7562658,-0.8790504,-0.5829188,0.0144716,-0.4161943,-0.4409948,-0.561863,-0.5617821,-0.3620471,-0.5023046,-0.4232683,-0.3749183,-0.4353084,-0.579317,-0.622853,-0.6409062,-0.2792704,-0.4856119,-0.3717657,-0.3767008,-0.4450063,-0.555015,-0.5779313,-0.3634433,-0.1308912,-0.2217764,-0.2219924,-0.2775085,-0.3637559,-0.503791,-0.5973649,-0.5352294,-0.6878198,-0.5069014,-0.4617004,-0.4464366,-0.3908709,56.3,58.3,57.5,58.5,58.6,59.9,60.2,6.18,6.67,6.87,6.74,6.78,6.73,70,25,40,50,34,38,NA,NA,NA,NA,NA,NA,0,38450320,17.46487758,47052481,17.60754491,49959822,51482633,17.75675509,54663906,56318348,58005463,52.7084534,52.64324319,52.77995591,52.928723,53.09989021,53.30046267,53.53565232,0,0,0,0,0,1,0,0,1,0,0.053,56,5.034570093,6.200155956,16.00109385,7.870723646,6.13161433,5.58816953,5.174766293,5.318716052,3.494458489,3.46428058,0,0,0,0,9.927294507,9.066505964,8.496345567,NA,NA,3.64969921,3.96350336,3.63913774,3.62868047,-1,0,-1,0,3,1,60.7,59.6,59.1,0,NA,321.783,363.776,375.286,426.8,462.805,499.775,546.073,649.705,706.309,759.031,803.812,848.68,885.083,877.989,874.377,0,0,0,0,548824,109286,211845,13.21553309,11.60172358,12.26361015,18.314,19.96,17.151,88.76000214,86.61999893,83.56000137,105.4105377,102.8416672,84.67946625,NA,31.64974976,27.14003944,1.488489985,2.14805007,4.010159969,5.264281549,7.478776021,6.771965482,2.999999999,9.000000005,58.99999988,30,36,54.349,58.584,63.111,73.3,66,52.2,26.4,34.4,NA,76,37.8,13.28787782,13.53314765,13.91445051,0,0.818446347
193,Thailand,THA,East Asia & Pacific,3.284719857,4.834357704,5.758232652,167314,97222,79.3,79.3,9.418705432,9.575910252,9.699014744,9.729001543,9.765406693,9.802921509,9.82336123,3.93859005,3.508440018,NA,NA,NA,NA,NA,1.350000024,0.621999979,0.597000003,0.597000003,0.829999983,0.765999973,0.754000008,21,35,34,31,29,6,6,6,0.396297,0.1877606,0.35013,0.342031,0.3849669,0.3499596,0.3570563,-0.86934,-1.442788,-0.9944293,-0.9885814,-0.7527443,-0.7901956,-0.5375581,0.4709562,0.1737148,0.2920193,0.1680702,0.1407958,0.1005475,0.116105,0.0458365,-0.2047026,-0.1477084,-0.0048757,0.0437065,0.0230287,0.1028816,-0.0982958,-0.495822,-0.9691051,-1.023132,-1.045118,-1.003881,-0.8272713,-0.1905972,-0.3338629,-0.4934002,-0.3889846,-0.3858875,-0.3988422,-0.4073985,62.5,64.1,NA,NA,NA,NA,68.3,6.58,6.55,6.72,6.73,6.75,6.75,64,20,34,64,32,45,0,0,0,1,0,1,0,65416189,17.99628032,67835957,18.02310981,68438730,68714511,18.04547096,69209858,69428524,69625582,70.96001725,71.91933754,71.42375065,71.34828152,71.20921442,71.01211804,70.77021345,0,1,0,0,0,0,1,0,0,0,NA,1,4.540369196,3.247588424,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,1.063897542,0.706728601,0,0,0,1,17.12117244,16.86347082,16.28157231,16.15207828,16.13414071,3.66789317,3.76332021,3.83202839,3.79303908,9,1,4,1,-3,0,35.8,35.4,35.2,0,422.45,11.349,11.578,11.554,11.915,11.848,12.19,12.387,12.25,12.301,12.488,12.641,12.731,12.845,12.727,12.597,0,1.378904567,1.357627381,0.56616623,117050,96666,108252,11.67035647,11.47901702,11.59221712,19.58,22.009,22.183,53.09000015,52.71000099,48.72999954,101.9233398,96.85813904,100.6508636,73.63115692,82.42884827,120.6511688,44.57695007,50.3747406,NA,2.578301813,2.69818417,2.055915232,48.49999992,297.0000002,1.999999997,38,36,72.099,74.184,76.091,14.8,3.7,1.3,71.5,NA,NA,87,36.5,16.26366677,16.58409126,17.21413797,0,1.468907265
194,Timor-Leste,TLS,East Asia & Pacific,1.140579507,1.038952931,0.914442949,-28030,-26924,70.4,72.1,7.728606624,7.982770812,8.101031208,8.115094499,8.053721968,8.02344601,8.175434937,NA,11.10764027,8.433259964,8.051939964,7.060490131,6.792950153,NA,3.273999929,3.301000118,4.448999882,4.448999882,4.565999985,4.479000092,4.547999859,181,167,110,14,14,13,13,13,-0.9939452,-1.224438,-1.045532,-1.014302,-0.9972163,-0.9826074,-0.8846924,-0.710454,-0.4675145,-0.2718863,-0.0105038,0.0714613,0.242104,0.2398703,-1.144141,-1.105252,-0.9656562,-0.9773058,-0.7393349,-0.7867804,-0.784347,-0.5022837,-1.1671,-1.121527,-1.158142,-1.167654,-1.127678,-1.111015,-0.2101761,0.0616594,0.1861515,0.2208168,0.3426709,0.3413002,0.3827664,-0.5644838,-0.7594984,-0.5216289,-0.510681,-0.5402324,-0.4736333,-0.3829827,NA,45.8,45.5,45.8,46.3,48.1,44.2,NA,5.72,6.36,6.47,6.36,6.29,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,995135,13.81063369,1132994,13.90491515,1174331,1196302,13.99474569,1243261,1267972,1293119,51.62606079,53.4226532,56.12671382,56.74278759,57.33805855,57.90284343,58.42138272,0,1,0,0,0,0,0,0,0,1,NA,NA,1.111674004,6.765976802,11.80030967,11.08490851,0.726275016,0.552796026,-1.338538762,0.557215537,2.63647201,NA,0,0,0,0,58.79089003,55.26632419,54.62124613,56.409544,47.41543157,3.95390606,4.54700947,4.33655405,4.32635784,6,1,7,1,8,1,NA,NA,NA,14,NA,0.335,0.333,0.352,0.37,0.375,0.41,0.455,0.437,0.487,0.453,0.458,0.432,0.409,0.392,0.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.338,121.287,97.66,77.27999878,69.70999908,67.88999939,105.1999969,122.6827927,128.213913,54.97655869,62.38996887,72.38722992,NA,17.75373077,NA,NA,NA,NA,0,0,0,28,35,63.882,67.186,68.459,57.1,11.9,4.9,NA,22.3,NA,143,28.7,NA,10.59663473,11.03488966,0,3.862624363
195,Togo,TGO,Sub-Saharan Africa,3.645948644,3.994178553,3.79000676,-9994,-9999,50.2,53.5,7.078255618,7.110678513,7.277406007,7.306319192,7.324177502,7.347852745,7.375659793,3.159780025,4.096350193,5.10860014,4.955580235,4.989759922,5.369569778,NA,4.389999866,2.39199996,2.203999996,2.203999996,2.125999928,2.078999996,2.038000107,97,63,84,10,6,6,5.5,2.5,-1.442014,-1.389187,-1.193058,-1.068534,-1.124991,-1.057791,-0.9173347,-1.446407,-0.1793484,-0.2313481,-0.1723536,-0.8819118,-0.884303,-0.805393,-0.7914191,-0.8803849,-0.8177804,-0.7933024,-0.7898968,-0.6515545,-0.6789817,-1.079883,-0.9222333,-0.7994739,-0.6335543,-0.7154902,-0.5908771,-0.5887967,-1.221733,-0.9520397,-0.7007843,-0.544174,-0.6236502,-0.743248,-0.7209277,-0.8747956,-0.9596605,-0.7238495,-0.6773949,-0.7131001,-0.7301584,-0.7497168,48.2,47.1,53,53.6,53.2,47.8,50.3,5.79,5.52,5.85,5.87,6.19,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5611640,15.54035357,6773807,15.67519017,7137997,7323158,15.80655221,7698475,7889094,8082366,54.45238825,54.48265166,55.06132737,55.26701839,55.51219631,55.79600849,56.11429871,0,0,0,0,0,1,0,0,1,0,0.012,22,6.78292893,1.445945174,2.577181741,1.825394759,0.190875076,2.585003908,1.285448471,-0.981889869,0.927755426,0.67465277,0,0,0,0,17.989406,17.13243543,18.94319132,18.42866876,15.98858621,6.24938154,6.60094786,6.02144766,6.16532087,-4,0,-2,0,-2,0,87.7,87.8,88,0,118.82,212.734,205.435,210.001,230.252,232.131,230.908,228.625,237.899,240.651,238.234,241.552,243.553,239.722,238.058,238.807,0,0,0,0,9288,14051,21949,9.136478523,9.550448847,9.996476859,17.874,20.884,30.655,87.8599987,84.50999832,78.59999752,114.6291122,127.3374329,128.0440063,46.15982819,NA,NA,NA,9.335940361,10.96298981,7.272345318,15.81128528,19.76067853,0,22.00000004,0,32,30,54.602,57.468,59.927,NA,80.8,76.7,NA,15.2,NA,42,43.1,11.30220443,12.21602298,12.51722707,0,8.700154164
196,Tonga,TON,East Asia & Pacific,4.264411351,4.831308263,5.397946689,-12992,-3999,64.5,64.7,8.578601574,8.550764014,8.690981539,8.751136151,8.775303754,8.766612779,8.7614364,NA,NA,NA,NA,NA,NA,NA,2.125,1.151000023,1.126999974,1.126999974,1.080000043,1.052000046,1.116999984,103,32,25,16,16,16,16,16,-0.547692,-0.3172054,-0.3302171,-0.2820505,-0.2178819,0.1393548,0.1627243,0.678637,0.6897031,0.8863344,0.917815,0.7901143,0.8753972,1.120511,-0.5043615,-0.581013,-0.4169923,-0.4052489,-0.3967958,-0.3462582,-0.3266392,0.529748,0.0694312,-0.2008553,0.258535,0.3061279,0.3869883,0.4586692,-0.0545144,0.2928134,0.6616573,0.6427538,0.6023101,0.5629924,0.5559595,-1.329141,-0.3343297,-0.4673948,-0.4451802,-0.1609347,-0.0708892,-0.3456802,NA,53.4,59.3,59.6,63,63.1,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,100905,11.52193476,102737,11.55201155,101028,100781,11.52070512,101998,103197,104494,55.89217581,56.87496394,57.59815838,57.89603789,58.25212259,58.63058035,58.98520489,0,1,0,0,0,0,0,0,0,1,NA,1,8.665692211,3.534912392,1.147538537,0.775629322,2.510876333,-1.05399832,2.578155152,7.442245466,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4.57615185,5.06450272,5.05521584,5.09657621,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.253,1.439,1.463,1.501,1.563,1.665,1.639,1.675,1.607,1.578,1.646,1.679,1.74,1.787,1.89,0,0,0,0,NA,NA,NA,NA,NA,NA,19.822,28.368,37.427,53.99000168,52.71999836,49.3200016,111.8319092,108.3611984,116.3389664,NA,103.6473312,100.8617935,NA,NA,NA,0.023475579,0.048160346,0.043260819,0,0,0,NA,NA,69.836,70.059,70.517,NA,NA,NA,NA,31.5,NA,78,37.6,10.6454249,10.76002828,10.89302875,0,29.582672
198,Tunisia,TUN,Middle East & North Africa,0.34684563,0.405782618,0.503849717,-150000,-20000,74,73,9.050536186,9.221611541,9.261008713,9.261508042,9.26910512,9.283942592,9.283182586,6.451570034,6.254809856,6.596010208,NA,NA,NA,NA,12.87199974,13.04899979,15.21800041,15.21800041,15.37899971,15.45899963,16.02199936,78,13,13,13,13,13,9,9,0.3818819,0.2184257,-0.1202786,-0.2290026,-0.0816317,-0.1052618,-0.1022739,0.0238121,-0.0639764,-0.9603872,-1.141327,-1.024532,-0.8593076,-0.8325363,-0.0820463,-0.0303108,-0.4053105,-0.4700933,-0.4116487,-0.5130697,-0.4372052,-0.0129396,0.06171,-0.0660858,-0.0031012,0.0615197,0.0391134,0.0622187,-0.950093,-1.416165,0.2414132,0.3045838,0.1620905,0.2107755,0.2814057,-0.2578937,-0.2587942,-0.0688108,-0.1348448,-0.1086788,-0.0536738,-0.0770505,55.4,58.9,57.7,57.6,55.7,58.9,55.4,6.42,6.23,6.29,6.2,6.11,6.07,70,40,40,75,NA,NA,NA,NA,NA,NA,NA,NA,0,10106771,16.12871615,10847002,16.17968395,11063201,11179949,16.22963246,11433443,11565204,11694719,67.11749974,69.18065067,68.54499068,68.17212044,67.83604029,67.51420057,67.18043418,0,0,0,1,0,0,0,0,1,0,0.045,19,2.017786414,3.338979636,4.611844322,5.316235313,4.625550995,4.437371273,3.629399374,5.308848396,7.30759176,6.720075329,1,0,0,0,19.54360124,20.49304481,20.88703815,19.95155223,20.51965392,7.00741243,6.99717045,7.25768566,7.29209566,-4,0,-4,0,7,1,3.9,3.6,3.4,60,337.51,0.532,0.536,0.533,0.556,0.569,0.584,0.596,0.635,0.671,0.7,0.742,0.767,0.794,0.825,0.868,0,3.904705853,4.327020001,1.699586346,81,86,659,4.394449155,4.454347296,6.490723535,24.166,25.173,29.101,25.64999962,24.71999931,19.49999976,111.598587,107.1921387,114.5549393,84.61930084,90.18618774,88.22575378,31.7646904,35.41902924,35.19113922,4.361158732,5.831451081,2.89484896,0,0,0,38,43,74.217,75.041,75.922,39.6,27.4,10.1,NA,NA,NA,119,32.8,15.66836513,15.87321761,15.49428795,0,4.566172879
199,Turkey,TUR,Europe & Central Asia,1.944037733,1.890507724,3.769001103,1763078,1419610,71,71.4,9.819944928,9.912803227,10.17219309,10.18856122,10.24498987,10.25924576,10.25497676,NA,NA,NA,NA,NA,NA,NA,10.63599968,10.65999985,10.23600006,10.23600006,10.81900024,10.89000034,13.48999977,33,10.5,10.5,11,10,10,7,7,0.1542038,0.2949708,0.222985,0.0484783,0.0767119,0.0060968,0.048386,-0.6015393,-0.9152855,-1.493914,-2.009063,-1.788224,-1.308683,-1.342829,0.2773776,0.2986633,0.2708806,0.1961425,0.0351406,0.0175277,-0.0073169,0.1597313,0.1106539,-0.1130232,-0.2086442,-0.25018,-0.3194206,-0.2829632,0.0002338,-0.0848207,-0.3677201,-0.6071846,-0.7056813,-0.8313113,-0.814703,-0.0313143,0.0292634,-0.1543817,-0.1915608,-0.1932444,-0.3354134,-0.2909701,50.6,63.8,63.2,62.1,65.2,65.4,64.6,6.37,6.96,6.94,6.91,6.73,6.62,66,37,45,85,46,49,1,0,NA,NA,0,0,0,67903469,18.03359768,74653016,18.0967079,77231907,78529409,18.17898375,81101892,82319724,83429615,64.7222854,65.88643371,66.53134624,66.62572399,66.74153146,66.86737692,66.9828933,0,0,1,0,0,0,0,1,0,0,0.01,1,8.179160368,8.566444206,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,16.3324639,15.17682157,1,0,0,0,13.80517246,14.73321297,14.38025542,14.68642098,15.52729281,4.11690378,4.28469229,4.17974997,4.12414074,7,1,7,1,3,1,45.2,49.6,52.1,33,681.97,0.682,0.725,0.749,0.824,0.862,0.912,0.966,1.02,1.07,1.105,1.162,1.241,1.373,1.562,1.748,1,0.096700852,0.097716255,0.044502889,2395,10025,2541348,7.78113851,9.212837252,14.74820521,32.112,35.864,33.196,36.89000034,33.77999973,28.44000053,103.1762619,101.2989807,103.027298,83.93792725,84.28302765,102.837738,NA,NA,NA,0.275362315,0.536560252,0.310795241,26.00000001,64.00000011,17.99999999,42,41,72.424,74.507,76.532,3.6,1,1.5,NA,NA,NA,48,41.9,16.82480051,17.2611713,17.49125411,0,0.161399623
200,Turkmenistan,TKM,Europe & Central Asia,4.487325708,3.926600483,3.654711583,-50002,-25001,61.8,61.2,8.635700754,9.061479062,9.472206241,9.515065833,9.561350813,9.605440578,NA,NA,NA,NA,NA,NA,NA,NA,7.271999836,4,3.953999996,3.953999996,3.858999968,3.799999952,3.913000107,NA,NA,NA,NA,NA,NA,NA,NA,-1.607924,-1.56353,-0.8504757,-1.126611,-1.21182,-1.044102,-1.15624,0.0711987,0.3341056,-0.0877989,-0.1896925,-0.1259163,-0.0044727,-0.093641,-1.84537,-2.036858,-2.073841,-2.090988,-2.000809,-1.979135,-1.957602,-1.614356,-1.487263,-1.417836,-1.489825,-1.48798,-1.451999,-1.414785,-2.001131,-2.040295,-2.237535,-2.170843,-2.158753,-2.14338,-2.131469,-1.464484,-1.531711,-1.346634,-1.518626,-1.482343,-1.357909,-1.511905,47.6,42.5,41.4,41.9,47.4,47.1,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA,4754646,15.3746328,5267900,15.44224069,5466328,5565287,15.53205911,5757669,5850908,5942089,62.79998553,66.34412595,65.48120519,65.01405419,64.81218869,64.7510016,64.64928412,0,0,1,0,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,7.40788035,7.378188423,7.79708005,NA,NA,6.29793644,6.62111807,6.93379545,6.60540628,-9,0,-9,0,-8,0,32.5,28,25.5,0,NA,0.645,0.702,0.748,1.171,1.275,1.29,1.426,1.578,1.634,1.682,1.645,1.613,1.623,1.605,1.645,0,23.93031017,11.47603255,5.095879455,11965,64,25,9.389741,4.158883083,3.218875825,19.669,13.793,17.313,41.19000149,38.95000029,33.30000043,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6881768,30.38785536,18.1312702,0.707793755,0.951288028,0,18,20,65.017,66.657,67.704,66.6,35.6,18,NA,NA,50.2,56,40.8,9.358760377,NA,NA,0,0.044693094
201,Turks and Caicos Islands,TCA,Latin America & Caribbean,37.59924386,35.08856839,34.03710067,NA,NA,NA,NA,NA,NA,10.19210491,10.24617197,10.20586064,10.24574247,NA,2.540999889,NA,3.157449961,NA,NA,2.914350033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28180,10.24636779,34066,10.39390637,35369,35981,10.4907463,37115,37665,38191,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.053,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,5,NA,NA,1.609437912,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.57099152,NA,72.51441193,NA,0.224010006,11.45833015,0.001344816,0.0047019,0.004376962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.07823927,12.54610995,12.86359265,0,0.642521256
202,Tuvalu,TUV,East Asia & Pacific,1.887765628,1.567111021,1.421944332,NA,NA,68.7,NA,8.061096665,8.095979231,8.222338738,8.240946182,8.268235629,8.280864104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0230278,-0.4873216,-0.9635205,-0.9256202,-0.7436759,-0.6936518,-0.6466321,1.384696,1.422732,1.391288,1.413419,1.241457,1.423969,1.204567,-0.4060037,-1.15212,-0.686199,-0.5901173,-0.7890989,-0.5706397,-0.5554741,1.272245,0.9992765,0.3570333,0.4658236,0.5649087,0.5293956,0.4812893,0.5870149,0.7213817,1.068598,1.0818,1.079477,1.146119,1.122499,-0.1148843,-0.2564616,-0.032997,0.0305533,0.0616558,0.0285993,0.4090785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,9.210340372,10739,9.261983605,10972,11099,9.314610293,11370,11508,11646,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,16.69959259,16.88424873,17.72825432,19.04735947,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,1.176,1.188,1.156,1.173,1.172,1.188,1.173,1.16,1.162,1.197,1.241,1.323,1.312,1.363,1.39,0,NA,NA,0,NA,NA,NA,NA,NA,NA,86.537,97.008,122.791,NA,NA,NA,111.5384598,NA,99.79878998,NA,NA,82.84062195,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.003065459,7.43838353,7.783224016,0,NA
